filename,onset_method,num_annotations,num_tp,num_fp,num_fn,precision,recall,fmeasure,mean_error,std_error,threshold
B1Dr1S2phr1v1,CNNOnsetDetector,281.0,220.0,419.0,61.0,0.3442879499217527,0.7829181494661922,0.47826086956521735,1.2756795761143152,11.685099186457986,0.7999999999999999
B1Dr1S2phr1v1,CNNOnsetDetector,402.0,314.0,325.0,88.0,0.49139280125195617,0.7810945273631841,0.6032660902977905,-7.670048403039384,7.681733238341347,0.7999999999999999
B1Dr1S2phr1v1,CNNOnsetDetector,641.0,385.0,254.0,256.0,0.6025039123630673,0.6006240249609984,0.6015625,3.838737763859469,9.408468940639333,0.7999999999999999
B1Dr1S2phr1v1,CNNOnsetDetector,641.0,385.0,254.0,256.0,0.6025039123630673,0.6006240249609984,0.6015625,3.838737763859469,9.408468940639333,0.7999999999999999
B1Dr1S2phr2v2,CNNOnsetDetector,107.0,91.0,102.0,16.0,0.47150259067357514,0.8504672897196262,0.6066666666666667,0.6705130949647792,10.340986630916639,0.7999999999999999
B1Dr1S2phr2v2,CNNOnsetDetector,107.0,84.0,109.0,23.0,0.43523316062176165,0.7850467289719626,0.56,-6.246010933512059,8.511286493547477,0.7999999999999999
B1Dr1S2phr2v2,CNNOnsetDetector,253.0,141.0,52.0,112.0,0.7305699481865285,0.5573122529644269,0.6322869955156951,2.6790771654472394,10.068991205090374,0.7999999999999999
B1Dr1S2phr2v2,CNNOnsetDetector,253.0,141.0,52.0,112.0,0.7305699481865285,0.5573122529644269,0.6322869955156951,2.6790771654472394,10.068991205090374,0.7999999999999999
B1Dr2S2phr1v1,CNNOnsetDetector,285.0,215.0,391.0,70.0,0.3547854785478548,0.7543859649122807,0.48260381593714924,2.1189486385696257,11.625526159351987,0.7999999999999999
B1Dr2S2phr1v1,CNNOnsetDetector,381.0,240.0,366.0,141.0,0.39603960396039606,0.6299212598425197,0.486322188449848,-7.070425451287488,9.441527043100635,0.7999999999999999
B1Dr2S2phr1v1,CNNOnsetDetector,893.0,479.0,127.0,414.0,0.7904290429042904,0.5363941769316909,0.639092728485657,5.11012631462086,9.37671212321333,0.7999999999999999
B1Dr2S2phr1v1,CNNOnsetDetector,893.0,479.0,127.0,414.0,0.7904290429042904,0.5363941769316909,0.639092728485657,5.11012631462086,9.37671212321333,0.7999999999999999
B1Dr2S2phr2v2,CNNOnsetDetector,109.0,87.0,112.0,22.0,0.4371859296482412,0.7981651376146789,0.5649350649350648,0.41126438216657357,10.9112556779783,0.7999999999999999
B1Dr2S2phr2v2,CNNOnsetDetector,104.0,62.0,137.0,42.0,0.31155778894472363,0.5961538461538461,0.40924092409240925,-4.977792284995261,11.141114399925524,0.7999999999999999
B1Dr2S2phr2v2,CNNOnsetDetector,334.0,160.0,39.0,174.0,0.8040201005025126,0.47904191616766467,0.6003752345215759,4.462239583335048,9.262485486708979,0.7999999999999999
B1Dr2S2phr2v2,CNNOnsetDetector,334.0,160.0,39.0,174.0,0.8040201005025126,0.47904191616766467,0.6003752345215759,4.462239583335048,9.262485486708979,0.7999999999999999
B1Dr3S2phr1v1,CNNOnsetDetector,280.0,224.0,383.0,56.0,0.36902800658978585,0.8,0.5050732807215332,-1.8817113411145614,11.105651025349005,0.7999999999999999
B1Dr3S2phr1v1,CNNOnsetDetector,346.0,249.0,358.0,97.0,0.4102141680395387,0.7196531791907514,0.5225603357817418,-6.21478128631791,8.892780688441537,0.7999999999999999
B1Dr3S2phr1v1,CNNOnsetDetector,748.0,427.0,180.0,321.0,0.7034596375617792,0.570855614973262,0.6302583025830258,5.075575588054024,8.781778189859624,0.7999999999999999
B1Dr3S2phr1v1,CNNOnsetDetector,748.0,427.0,180.0,321.0,0.7034596375617792,0.570855614973262,0.6302583025830258,5.075575588054024,8.781778189859624,0.7999999999999999
B1Dr3S2phr2v2,CNNOnsetDetector,100.0,85.0,107.0,15.0,0.4427083333333333,0.85,0.5821917808219178,0.2801784612491306,11.151118762309117,0.7999999999999999
B1Dr3S2phr2v2,CNNOnsetDetector,133.0,90.0,102.0,43.0,0.46875,0.6766917293233082,0.5538461538461539,-6.9044569435187775,8.432134274143504,0.7999999999999999
B1Dr3S2phr2v2,CNNOnsetDetector,230.0,131.0,61.0,99.0,0.6822916666666666,0.5695652173913044,0.6208530805687205,2.980754336310257,9.361388082552804,0.7999999999999999
B1Dr3S2phr2v2,CNNOnsetDetector,230.0,131.0,61.0,99.0,0.6822916666666666,0.5695652173913044,0.6208530805687205,2.980754336310257,9.361388082552804,0.7999999999999999
B2Dr1S2phr1v1,CNNOnsetDetector,262.0,193.0,454.0,69.0,0.2982998454404946,0.7366412213740458,0.4246424642464246,0.8036308736600158,11.842175340465658,0.7999999999999999
B2Dr1S2phr1v1,CNNOnsetDetector,312.0,239.0,408.0,73.0,0.3693972179289026,0.7660256410256411,0.4984358706986445,-7.175318470755761,8.134602575798175,0.7999999999999999
B2Dr1S2phr1v1,CNNOnsetDetector,761.0,460.0,187.0,301.0,0.7109737248840804,0.6044678055190539,0.6534090909090909,5.571510916618057,9.560057841432352,0.7999999999999999
B2Dr1S2phr1v1,CNNOnsetDetector,761.0,460.0,187.0,301.0,0.7109737248840804,0.6044678055190539,0.6534090909090909,5.571510916618057,9.560057841432352,0.7999999999999999
B2Dr1S2phr2v2,CNNOnsetDetector,104.0,71.0,148.0,33.0,0.3242009132420091,0.6826923076923077,0.4396284829721362,-1.3945869271563553,12.271116971805688,0.7999999999999999
