filename,onset_method,num_annotations,num_tp,num_fp,num_fn,precision,recall,fmeasure,mean_error,std_error,threshold
B1Dr1S2phr1v1,CNNOnsetDetector,0.0,0.0,528.0,0.0,0.0,1.0,0.0,nan,nan,1.4000000000000004
B1Dr1S2phr1v1,CNNOnsetDetector,402.0,262.0,266.0,140.0,0.4962121212121212,0.6517412935323383,0.5634408602150539,-7.408261069408461,7.6418009941909215,1.4000000000000004
B1Dr1S2phr1v1,CNNOnsetDetector,641.0,349.0,179.0,292.0,0.6609848484848485,0.5444617784711389,0.5970915312232677,3.2422824310350196,8.99573489773977,1.4000000000000004
B1Dr1S2phr1v1,CNNOnsetDetector,641.0,349.0,179.0,292.0,0.6609848484848485,0.5444617784711389,0.5970915312232677,3.2422824310350196,8.99573489773977,1.4000000000000004
B1Dr1S2phr2v2,CNNOnsetDetector,0.0,0.0,175.0,0.0,0.0,1.0,0.0,nan,nan,1.4000000000000004
B1Dr1S2phr2v2,CNNOnsetDetector,107.0,77.0,98.0,30.0,0.44,0.719626168224299,0.5460992907801419,-6.262978769067706,8.582328491216439,1.4000000000000004
B1Dr1S2phr2v2,CNNOnsetDetector,253.0,131.0,44.0,122.0,0.7485714285714286,0.5177865612648221,0.6121495327102804,2.0755385676676656,9.544323570554607,1.4000000000000004
B1Dr1S2phr2v2,CNNOnsetDetector,253.0,131.0,44.0,122.0,0.7485714285714286,0.5177865612648221,0.6121495327102804,2.0755385676676656,9.544323570554607,1.4000000000000004
B1Dr2S2phr1v1,CNNOnsetDetector,0.0,0.0,526.0,0.0,0.0,1.0,0.0,nan,nan,1.4000000000000004
B1Dr2S2phr1v1,CNNOnsetDetector,381.0,202.0,324.0,179.0,0.3840304182509506,0.5301837270341208,0.4454244762954796,-7.028833635425239,9.667395930308405,1.4000000000000004
B1Dr2S2phr1v1,CNNOnsetDetector,893.0,445.0,81.0,448.0,0.8460076045627376,0.49832026875699886,0.6272022551092319,4.690357220027005,9.108390386965228,1.4000000000000004
B1Dr2S2phr1v1,CNNOnsetDetector,893.0,445.0,81.0,448.0,0.8460076045627376,0.49832026875699886,0.6272022551092319,4.690357220027005,9.108390386965228,1.4000000000000004
B1Dr2S2phr2v2,CNNOnsetDetector,0.0,0.0,174.0,0.0,0.0,1.0,0.0,nan,nan,1.4000000000000004
B1Dr2S2phr2v2,CNNOnsetDetector,104.0,55.0,119.0,49.0,0.3160919540229885,0.5288461538461539,0.39568345323741005,-4.539704613563797,11.62737307448831,1.4000000000000004
B1Dr2S2phr2v2,CNNOnsetDetector,334.0,150.0,24.0,184.0,0.8620689655172413,0.4491017964071856,0.5905511811023623,4.1019437160073835,8.63487246546136,1.4000000000000004
B1Dr2S2phr2v2,CNNOnsetDetector,334.0,150.0,24.0,184.0,0.8620689655172413,0.4491017964071856,0.5905511811023623,4.1019437160073835,8.63487246546136,1.4000000000000004
B1Dr3S2phr1v1,CNNOnsetDetector,0.0,0.0,513.0,0.0,0.0,1.0,0.0,nan,nan,1.4000000000000004
B1Dr3S2phr1v1,CNNOnsetDetector,346.0,194.0,319.0,152.0,0.37816764132553604,0.5606936416184971,0.45168800931315484,-5.65694225769948,9.35015999551279,1.4000000000000004
B1Dr3S2phr1v1,CNNOnsetDetector,748.0,400.0,113.0,348.0,0.7797270955165692,0.5347593582887701,0.6344171292624902,5.093540899205351,8.17678505389999,1.4000000000000004
B1Dr3S2phr1v1,CNNOnsetDetector,748.0,400.0,113.0,348.0,0.7797270955165692,0.5347593582887701,0.6344171292624902,5.093540899205351,8.17678505389999,1.4000000000000004
B1Dr3S2phr2v2,CNNOnsetDetector,0.0,0.0,162.0,0.0,0.0,1.0,0.0,nan,nan,1.4000000000000004
B1Dr3S2phr2v2,CNNOnsetDetector,133.0,65.0,97.0,68.0,0.4012345679012346,0.48872180451127817,0.44067796610169485,-5.911540782931491,9.032528728521125,1.4000000000000004
B1Dr3S2phr2v2,CNNOnsetDetector,230.0,123.0,39.0,107.0,0.7592592592592593,0.5347826086956522,0.6275510204081634,2.8687303973108325,9.081477811226998,1.4000000000000004
B1Dr3S2phr2v2,CNNOnsetDetector,230.0,123.0,39.0,107.0,0.7592592592592593,0.5347826086956522,0.6275510204081634,2.8687303973108325,9.081477811226998,1.4000000000000004
B2Dr1S2phr1v1,CNNOnsetDetector,0.0,0.0,541.0,0.0,0.0,1.0,0.0,nan,nan,1.4000000000000004
B2Dr1S2phr1v1,CNNOnsetDetector,312.0,201.0,340.0,111.0,0.37153419593345655,0.6442307692307693,0.4712778429073857,-7.048925499252411,8.59158825437697,1.4000000000000004
B2Dr1S2phr1v1,CNNOnsetDetector,761.0,413.0,128.0,348.0,0.7634011090573013,0.5427069645203679,0.6344086021505375,5.596295666095847,9.376406830975759,1.4000000000000004
B2Dr1S2phr1v1,CNNOnsetDetector,761.0,413.0,128.0,348.0,0.7634011090573013,0.5427069645203679,0.6344086021505375,5.596295666095847,9.376406830975759,1.4000000000000004
B2Dr1S2phr2v2,CNNOnsetDetector,0.0,0.0,186.0,0.0,0.0,1.0,0.0,nan,nan,1.4000000000000004
B2Dr1S2phr2v2,CNNOnsetDetector,141.0,92.0,94.0,49.0,0.4946236559139785,0.6524822695035462,0.562691131498471,-8.651035332422778,9.973388303641226,1.4000000000000004
B2Dr1S2phr2v2,CNNOnsetDetector,277.0,155.0,31.0,122.0,0.8333333333333334,0.5595667870036101,0.6695464362850971,6.636827050637545,8.985019925364723,1.4000000000000004
