filename,onset_method,num_annotations,num_tp,num_fp,num_fn,precision,recall,fmeasure,mean_error,std_error,threshold
B1Dr1S2phr1v1SaxMic,CNNOnsetDetector,402.0,376.0,131.0,26.0,0.7416173570019724,0.9353233830845771,0.8272827282728272,-12.189158151802443,6.10458037850036,0.09000000000000001
B1Dr3S2phr1v1SaxMic,CNNOnsetDetector,346.0,319.0,81.0,27.0,0.7975,0.9219653179190751,0.8552278820375335,-12.30630295775372,6.394972955620672,0.09000000000000001
B2Dr2S2phr1v1SaxMic,CNNOnsetDetector,393.0,356.0,88.0,37.0,0.8018018018018018,0.905852417302799,0.8506571087216247,-12.382562939750372,6.844931861162782,0.09000000000000001
B1Dr1S2phr1v2SaxMic,CNNOnsetDetector,390.0,363.0,99.0,27.0,0.7857142857142857,0.9307692307692308,0.8521126760563379,-11.652771943964975,6.333828027547136,0.09000000000000001
B1Dr3S2phr1v2SaxMic,CNNOnsetDetector,355.0,327.0,107.0,28.0,0.7534562211981567,0.9211267605633803,0.8288973384030418,-12.27969119310885,5.781543316805356,0.09000000000000001
B2Dr2S2phr1v2SaxMic,CNNOnsetDetector,395.0,370.0,108.0,25.0,0.7740585774058577,0.9367088607594937,0.847651775486827,-11.431015423203473,7.007372157714478,0.09000000000000001
B1Dr1S2phr2v1SaxMic,CNNOnsetDetector,124.0,109.0,76.0,15.0,0.5891891891891892,0.8790322580645161,0.7055016181229773,-13.543506856294,5.214653902584947,0.09000000000000001
B1Dr3S2phr2v1SaxMic,CNNOnsetDetector,125.0,118.0,35.0,7.0,0.7712418300653595,0.944,0.8489208633093526,-12.656731950958177,6.698061667478946,0.09000000000000001
B2Dr2S2phr2v1SaxMic,CNNOnsetDetector,114.0,106.0,32.0,8.0,0.7681159420289855,0.9298245614035088,0.8412698412698412,-11.756378939456333,6.342026227670802,0.09000000000000001
B1Dr1S2phr2v2SaxMic,CNNOnsetDetector,107.0,99.0,50.0,8.0,0.6644295302013423,0.9252336448598131,0.7734375000000001,-11.929498321544841,6.280354538151923,0.09000000000000001
B1Dr3S2phr2v2SaxMic,CNNOnsetDetector,133.0,121.0,40.0,12.0,0.7515527950310559,0.9097744360902256,0.8231292517006802,-11.915313723809438,5.338009345762585,0.09000000000000001
B2Dr2S2phr2v2SaxMic,CNNOnsetDetector,113.0,102.0,52.0,11.0,0.6623376623376623,0.9026548672566371,0.7640449438202248,-12.417517378453217,6.35775402055869,0.09000000000000001
B1Dr1S2phr3v1SaxMic,CNNOnsetDetector,176.0,161.0,56.0,15.0,0.7419354838709677,0.9147727272727273,0.8193384223918575,-11.41132337512571,6.497499942073129,0.09000000000000001
B1Dr3S2phr3v1SaxMic,CNNOnsetDetector,168.0,145.0,56.0,23.0,0.7213930348258707,0.8630952380952381,0.7859078590785908,-12.247863666507861,6.63876750384078,0.09000000000000001
B2Dr2S2phr3v1SaxMic,CNNOnsetDetector,211.0,177.0,84.0,34.0,0.6781609195402298,0.8388625592417062,0.75,-11.734143328421377,7.690481035198985,0.09000000000000001
B1Dr1S2phr3v2SaxMic,CNNOnsetDetector,178.0,160.0,52.0,18.0,0.7547169811320755,0.898876404494382,0.8205128205128206,-13.265148100598712,6.867566973481694,0.09000000000000001
B1Dr3S2phr3v2SaxMic,CNNOnsetDetector,136.0,125.0,106.0,11.0,0.5411255411255411,0.9191176470588235,0.6811989100817438,-11.260919080916807,5.8911326788235945,0.09000000000000001
B2Dr2S2phr3v2SaxMic,CNNOnsetDetector,171.0,161.0,83.0,10.0,0.6598360655737705,0.9415204678362573,0.7759036144578314,-12.206945487224733,6.273029926710224,0.09000000000000001
B1Dr2S2phr1v1SaxMic,CNNOnsetDetector,381.0,339.0,109.0,42.0,0.7566964285714286,0.889763779527559,0.8178528347406514,-12.541812830116692,6.614310759796364,0.09000000000000001
